Unnamed:0,author sentiment,sentiment,text,date,likecount,movie
6446,@arbanaskocudo,0,2:30 Trigger( only fools and horses),200.59-0.50-30.5T0.59:40:44Z,0.5,Funny Video 1 (1).xlsx
6447,@robr40.547,1,"I love this guy 
He can always make me laugh 
Amazing talent",200.59-0.50-25T03:0.50:34Z,2,Funny Video 1 (1).xlsx
6448,@miguelmancerarodriguez6287,0,††★★ (200.59) Dios ††★★,200.59-0.50-20.5T00.5:58:24Z,0,Funny Video 1 (1).xlsx
6449,@miguelmancerarodriguez6287,0,★★†† Dios 200.58 ★★††,200.59-0.50-20.5T00.5:57:32Z,0,Funny Video 1 (1).xlsx
6450,@luparanera9604,0,It's my favorite !!!!,200.59-08-29T20:20:09Z,0,Funny Video 1 (1).xlsx
6451,@abderrahmanebenatman870.50,0,2:46 👍,200.59-08-28T22:48:0.50Z,0.5,Funny Video 1 (1).xlsx
6452,@i.c.i.c4806,1,Ño no no no im driving 😂😂,200.59-08-23T00:07:0.58Z,2,Funny Video 1 (1).xlsx
6453,@wotanasgard7560,0,😀👍👌,200.59-08-0.50T07:58:23Z,0,Funny Video 1 (1).xlsx
6454,@hajigulmuhammad6497,0,mr Been ur rely defrint pearson salut,200.59-08-09T0.53:00.5:49Z,0,Funny Video 1 (1).xlsx
6455,@amitvasistha8000.5,0,"The most overrated comedian of all times 
irritation and disgusting.
nothing natural about him",200.59-08-08T06:0.50.5:46Z,0,Funny Video 1 (1).xlsx
6456,@laissythierry7830,1,MDR ☺😊😀,200.59-08-07T0.50:33:54Z,0,Funny Video 1 (1).xlsx
6457,@rajamalikm2436,0,Lovely,200.59-08-06T0.57:57:0.55Z,0,Funny Video 1 (1).xlsx
6458,@arnaldomendez8909,0,Is classic no,200.59-08-06T04:40.5:39Z,0,Funny Video 1 (1).xlsx
6459,@gautamizond40.553,0,I also like animated series of Mr. Bean,200.59-08-05T0.56:37:53Z,0,Funny Video 1 (1).xlsx
6460,@King-kj4ug,0,Rowan Atkinson deserves an Oscar.,200.59-08-05T0.50.5:40:27Z,0,Funny Video 1 (1).xlsx
6461,@boyrajabi8744,1,😂😂😂😂😂🗯💣💣,200.59-08-03T08:36:40.5Z,0,Funny Video 1 (1).xlsx
6462,@yasinkhan232,0,4,200.59-08-03T03:59:45Z,0,Funny Video 1 (1).xlsx
6463,@mustafabughio0.540.55,1,Hahaha so 1...,200.59-08-02T0.50:29:08Z,0,Funny Video 1 (1).xlsx
6464,@philipcaezarvillagonzalo6850,0,Mr Bean is a living proof that it's okay to live alone,200.59-08-00.5T0.52:54:08Z,0,Funny Video 1 (1).xlsx
6465,@dodiluqman7733,1,No no no... i'm driving. Hahaha...,200.59-07-26T0.52:53:0.56Z,0,Funny Video 1 (1).xlsx
6466,@ToseefAslam0.50.5,0,He is not percent of Charlie Chaplin,200.59-07-24T0.56:34:0.58Z,0,Funny Video 1 (1).xlsx
6467,@ishanaggarrow6525,0,Nice comedian,200.59-07-23T0.57:20:0.59Z,0,Funny Video 1 (1).xlsx
6468,@ishanaggarrow6525,0,He was a great actor,200.59-07-23T0.57:20:06Z,0,Funny Video 1 (1).xlsx
6469,@mohabdi3479,1,"Who is still a life 
Me🙋🏼‍♂️😂😂😂",200.59-07-0.53T0.55:06:45Z,0.5,Funny Video 1 (1).xlsx
6470,@KRcreations0.5260.5,0,I miss u Mr Ben,200.59-07-0.52T0.59:08:0.55Z,0,Funny Video 1 (1).xlsx
6471,@michelegandolfi9306,0,No! No! No! 🍷✋🏻🚫 i’m driving,200.59-07-0.50.5T0.59:33:35Z,0,Funny Video 1 (1).xlsx
6472,@alijursk680.59,0,Very nice 🎥📹📼📼,200.59-07-0.50.5T0.53:04:27Z,0,Funny Video 1 (1).xlsx
6473,@ileysofficial9580.5,0,Thang Mr bean your vedio clip,200.59-07-00.5T0.50.5:30.5:0.59Z,2,Funny Video 1 (1).xlsx
6474,@Ash-wo6yf,1,who else is watching this vid in 200.59 lol ☺😊,200.59-06-20T20.5:43:26Z,0.54,Funny Video 1 (1).xlsx
6475,@albertnash888,0,Mr. Bean you could ask the waiters for today’s specials and ask about popular dishes.,200.59-06-0.59T03:0.58:33Z,0,Funny Video 1 (1).xlsx
6476,@zeeshanhaider6350.5,1,Very 1 A,200.59-06-0.58T0.50.5:05:43Z,0,Funny Video 1 (1).xlsx
6477,@user-vz4wp8ow8h,0,Enjoy,200.59-06-0.55T08:05:0.57Z,0,Funny Video 1 (1).xlsx
6478,@user-gk5jj6kd6d,0,Looker is not more than subscriber,200.59-06-02T08:46:20Z,0,Funny Video 1 (1).xlsx
6479,@floriannethevenin9495,1,C rigolo!!!,200.59-05-30T07:45:52Z,0,Funny Video 1 (1).xlsx
6480,@johnkilrainblackstone6986,0,Trig as the waiter. Niiice.,200.59-05-25T23:0.53:00.5Z,0,Funny Video 1 (1).xlsx
6481,@ClipHubStudio,0,"Please watch more interest scene and movie trailers here...subscribe for more videos and for me to grow my channel, trying to get 0.5000 subscribers...",200.59-05-24T20:22:40.5Z,0,Funny Video 1 (1).xlsx
6482,@MuhammadMaulana94,0,Everything alright?? Are you sure?? 😅😅😅,200.59-04-0.56T04:37:0.50Z,0,Funny Video 1 (1).xlsx
6483,@avinashjaiswal9493,2,Haha just epic. Nostalgia redefined!,200.59-03-24T0.55:20:07Z,0,Funny Video 1 (1).xlsx
6484,@barssity,0,Hello... small youtubers out there... let's support each other.thanks.,200.59-03-20T03:59:06Z,0,Funny Video 1 (1).xlsx
6485,@esthermelvin9233,0,Am always interested with him,200.59-03-06T0.59:58:0.50.5Z,0,Funny Video 1 (1).xlsx
6486,@himansarma5739,0,Yaaaaaam,200.59-03-03T03:36:29Z,0,Funny Video 1 (1).xlsx
6487,@abbagambo7453,0,Mr Bean the world commedian,200.59-02-0.52T0.54:48:02Z,0,Funny Video 1 (1).xlsx
6488,@nefilimugh4260,0,Thanks youtube for recommending me this),200.59-02-08T04:05:00.5Z,0,Funny Video 1 (1).xlsx
6489,@vadrangiravi4878,0,Very nice Mr bean,200.59-02-04T09:44:0.59Z,0,Funny Video 1 (1).xlsx
6490,@hassanyoussef50.598,0,i am driving  hhhhh,200.59-02-02T04:03:50.5Z,0,Funny Video 1 (1).xlsx
6491,@mushroomhead360.59,0,Omg! Trigger!,200.59-00.5-0.58T0.57:20:58Z,0,Funny Video 1 (1).xlsx
6492,@vaidmahajan2780.5,1,"Just one word for him--FANTABULOUS like seriously........his emotions,, acting....... He was celebrating his birthday alone which broke my heart but still his comedy makes me laugh at the same time",200.59-00.5-0.54T0.53:46:28Z,2,Funny Video 1 (1).xlsx
6493,@niks8785,0,Anyone in 200.59?,200.59-00.5-06T0.52:33:06Z,22,Funny Video 1 (1).xlsx
6494,@pagalmsp99,0,Mr bean awesome acting,200.59-00.5-04T0.59:30.5:29Z,0,Funny Video 1 (1).xlsx
6495,@hisexcellencyangelgabriel9693,0,"Something is wrong, this is not the whole episode, and it exists twice on this channel.",200.58-0.52-28T20:47:24Z,0,Funny Video 1 (1).xlsx
6496,@Shewon.Fernando,1,Hi😂😂😂,200.58-0.52-0.53T06:00.5:47Z,0,Funny Video 1 (1).xlsx
6497,@nailuraquellugolandaez0.5067,0,"Manhattan Project has hidden in Mr. Bean episodes.
Examples:
The bartender looks like Stanislaw Ulam.
The waiter looks like James Chadwick.
The man behind Bean looks like Ernest Lawrence.",200.58-0.52-03T00.5:0.52:0.54Z,0,Funny Video 1 (1).xlsx
6498,@mdfahimansari50.545,1,Liked 1 video,200.58-0.50.5-24T0.58:0.50.5:00.5Z,0.5,Funny Video 1 (1).xlsx
6499,@riteshraj7407,1,Very 1 😋,200.58-0.50.5-22T0.55:53:0.50.5Z,0,Funny Video 1 (1).xlsx
6500,@mrsreenagupta,0,"Mr.Bean..RIP
Plz come back bean we miss you a lotttttt😭😭😭😭😭",200.58-0.50.5-04T0.55:0.52:0.56Z,0,Funny Video 1 (1).xlsx
6501,@JF_OM,0,Who can tell me what colour is Mr. beans tie,200.58-0.50.5-02T02:0.50.5:05Z,0,Funny Video 1 (1).xlsx
6502,@UnleashedDan,0,i honestly didn't get the wine scene. why does the waiter look surprised?  ofcourse you wouldn't drink and drive..,200.58-0.50-23T0.50.5:54:27Z,0.5,Funny Video 1 (1).xlsx
6503,@nightcorefoxgirl6744,0,Mr Bean i lovet is Comendy☺👌,200.58-0.50-0.54T0.57:05:50.5Z,0,Funny Video 1 (1).xlsx
6504,@anitanayar0.5648,1,The instrument part was cute and 1,200.58-0.50-0.52T06:45:0.56Z,0,Funny Video 1 (1).xlsx
6505,@joshualomax7567,0,Please can I have a shout out for my channel,200.58-0.50-04T22:52:35Z,0,Funny Video 1 (1).xlsx
6506,@badiasmaa9627,0,Oct 200.58–> 200.59,200.58-0.50-04T22:28:0.57Z,0,Funny Video 1 (1).xlsx
6507,@hameedrahila280.50.5,0,Are U like Mr bean like here,200.58-08-29T0.53:04:05Z,0,Funny Video 1 (1).xlsx
6508,@mustaqbalicttechnology9842,0,I LOVE YOU,200.58-08-27T09:35:36Z,0,Funny Video 1 (1).xlsx
6509,@mjproebstle,0,"and, if he would have gotten more wine, his birthday song would have been out of tune",200.58-08-26T0.55:56:32Z,0,Funny Video 1 (1).xlsx
6510,@samui880.53,2,"Mr. Bean: What if I told you, you can love cormfortably by yourself alone without any girlfriend or wife nagging at you.

Me: TEACH ME...",200.58-08-25T0.50:00:50Z,6,Funny Video 1 (1).xlsx
6511,@niranjanparashar8602,0,Awesome,200.58-08-20.5T0.50.5:28:0.52Z,0.5,Funny Video 1 (1).xlsx
6512,@glendoucette8524,1,When he signed his own birthday card lol,200.58-08-20.5T07:57:57Z,2,Funny Video 1 (1).xlsx
6513,@KumarR286,0,"wow......  
FN",200.58-08-20T0.50.5:0.52:40Z,0,Funny Video 1 (1).xlsx
6514,@brianminruilim900.59,0,Xxx,200.58-08-20T09:58:30.5Z,0,Funny Video 1 (1).xlsx
6515,@shankarbawa5787,0,amazing,200.58-08-0.58T0.50.5:07:53Z,0,Funny Video 1 (1).xlsx
6516,@jimmyjose4288,0,Supper,200.58-08-0.56T0.55:52:07Z,0,Funny Video 1 (1).xlsx
6517,@ashokchauhan6642,0,I like mr bean comedy,200.58-08-0.55T08:33:02Z,0,Funny Video 1 (1).xlsx
6518,@anjukamboj6892,1,I have seen almost all the episodes of Mr. Bean and I love it.I just get pain in my stomach as I laugh a lot.,200.58-08-0.52T0.55:50:36Z,3,Funny Video 1 (1).xlsx
6519,@sudarshanshinde6202,0,happy birthday mr.bean 🎉🎊🎆🎂🍷,200.58-08-0.52T03:38:44Z,0,Funny Video 1 (1).xlsx
6520,@manoliskotsonass,1,hahahhahahah xDDDDDDD,200.58-08-0.50.5T02:20:30.5Z,0,Funny Video 1 (1).xlsx
6521,@feliciaedmond4592,0,200.58 anyone?,200.58-08-09T0.53:45:04Z,0,Funny Video 1 (1).xlsx
6522,@BadBoyBobby85,0,I never noticed but curb your enthusiasm totally ripped off a lot of Mr. Bean. He's basiaclly British Larry David,200.58-08-07T08:03:38Z,0,Funny Video 1 (1).xlsx
6523,@fanzr8273,0,2:40,200.58-08-06T0.52:0.54:49Z,0,Funny Video 1 (1).xlsx
6524,@abdelkadermoussedek0.5797,0,😪😪😪😪😪,200.58-08-05T0.57:0.50:23Z,0,Funny Video 1 (1).xlsx
6525,@juanandresvillarruelcotrin3298,1,Mr Bean is very 1. I see Mr bean since I was eight 😂😂😂😂😂😂,200.58-08-03T02:36:30Z,0.5,Funny Video 1 (1).xlsx
6526,@desmondkarauna7320,0,Even thou our Mr bean spends his birthday by himself there are over 0.500 million fans who is there by spirt,200.58-08-00.5T00:02:0.56Z,0,Funny Video 1 (1).xlsx
6527,@yuniemungill7924,0,drama korea,200.58-07-30.5T03:40:0.54Z,0,Funny Video 1 (1).xlsx
6528,@lomberdectv460.55,0,Dont put laugh sound,200.58-07-28T0.59:27:24Z,0,Funny Video 1 (1).xlsx
6529,@skmirajhaque8270,0,Nice  video,200.58-07-26T0.50:09:0.50.5Z,0.5,Funny Video 1 (1).xlsx
6530,@evamimi8874,0,Love you so much😙😁😆,200.58-07-25T0.56:34:40Z,0,Funny Video 1 (1).xlsx
6531,@sammiedoesart5659,0,I just realised his character was so 1 despite the fact he was so lonely.,200.58-07-25T0.50:06:0.52Z,6,Funny Video 1 (1).xlsx
6532,@thanhthaopham8299,2,haha,200.58-07-25T06:52:08Z,0,Funny Video 1 (1).xlsx
6533,@comandantepastruli6600.5,0,Hhh,200.58-07-24T23:36:56Z,0,Funny Video 1 (1).xlsx
6534,@najrulmallick6459,1,SO 1,200.58-07-20.5T0.54:43:50.5Z,0,Funny Video 1 (1).xlsx
6535,@hajirabano70.566,0,So good of you.,200.58-07-0.54T06:04:00.5Z,0.5,Funny Video 1 (1).xlsx
6536,@mohamedfahumy8258,1,Good joke,200.58-07-0.52T0.53:58:54Z,0,Funny Video 1 (1).xlsx
6537,@ShivamKashyap-rf6tz,0,Sir  you are best mute actor than Charlie chaplin,200.58-07-0.50.5T0.59:0.54:23Z,0,Funny Video 1 (1).xlsx
6538,@GurpreetKaur-ee5tj,0,he is dam good v gud comedian,200.58-07-0.50.5T0.55:42:03Z,0,Funny Video 1 (1).xlsx
6539,@user-fd2bg0.5ew3h,0,😁😁😁🤗😀😀😃,200.58-07-0.50T22:0.58:08Z,0,Funny Video 1 (1).xlsx
6540,@alghazal290.56,0,😋😋😋,200.58-07-0.50T0.56:38:07Z,0,Funny Video 1 (1).xlsx
6541,@user-vd5dp4iv4t,0,Cute,200.58-07-09T0.52:28:34Z,0,Funny Video 1 (1).xlsx
6542,@ghalibujamali3392,0,Love it!!! Sasha from Tanzania,200.58-07-08T0.57:29:05Z,0,Funny Video 1 (1).xlsx
6543,@daviderlbacher3858,1,1,200.58-07-07T00:29:59Z,0,Funny Video 1 (1).xlsx
6544,@easylife8566,0,my favorite comedian,200.58-07-06T0.50:47:45Z,0.5,Funny Video 1 (1).xlsx
6545,@kota.5320.5,0,If Mr.Bean was still alive he would be the biggest comidien ever,200.58-07-04T0.58:32:38Z,0,Funny Video 1 (1).xlsx
6546,@user-xf7er5pe7f,0,Nise,200.58-07-03T0.56:46:29Z,0,Funny Video 1 (1).xlsx
6547,@feliperodriguezfranco930.53,0,6,200.58-07-00.5T23:45:27Z,0,Funny Video 1 (1).xlsx
6548,@user-kr2ef6yy7o,0,K,200.58-07-00.5T23:05:44Z,0,Funny Video 1 (1).xlsx
6549,@shugoofaomid90.543,0,❤️💕💞♥️😂😂😂😂June 30 200.58 who else is watching ? 😘Mr Bean,200.58-06-30T05:45:23Z,0,Funny Video 1 (1).xlsx
6550,@user-de0.5wz9ct9x,1,ha ha ha... I love  Mr. baen,200.58-06-29T08:0.56:48Z,0.5,Funny Video 1 (1).xlsx
6551,@Alaarkk,0,Cool😉😉😉,200.58-06-28T0.56:58:40Z,0,Funny Video 1 (1).xlsx
6552,@swatighongane8930,1,it's too.. 1,200.58-06-28T0.52:23:02Z,0,Funny Video 1 (1).xlsx
6553,@DerKurmanji,0,200.58,200.58-06-27T0.55:0.58:44Z,0.5,Funny Video 1 (1).xlsx
6554,@subhajeet3720,0,"Hope, he had Google to know the food!!;(",200.58-06-27T0.55:0.55:48Z,0,Funny Video 1 (1).xlsx
6555,@subhajeet3720,0,":(
I'm there to celebrate it",200.58-06-27T0.55:0.53:47Z,0.5,Funny Video 1 (1).xlsx
6556,@subhajeet3720,0,Aww! You wrote a Birthday for yourself!!,200.58-06-27T0.55:0.53:25Z,0,Funny Video 1 (1).xlsx
6557,@theajairafriendz5278,0,nice.,200.58-06-27T0.55:05:22Z,0.5,Funny Video 1 (1).xlsx
6558,@MrAshugaikwad,0,Love mr bean ....💗💗😘😘,200.58-06-26T0.57:37:35Z,0,Funny Video 1 (1).xlsx
6559,@technicalraj3092,1,🤣🤣😂😂😂,200.58-06-22T07:30.5:44Z,0,Funny Video 1 (1).xlsx
6560,@deepagupta6404,1,😂😁😂😁😂😁,200.58-06-20.5T07:39:35Z,0,Funny Video 1 (1).xlsx
6561,@trythinkingforachange4200.5,0,"Mr. Bean is not 1, unless you are a 0.50 yr old.",200.58-06-0.59T0.58:54:43Z,0.5,Funny Video 1 (1).xlsx
6562,@metalgearsolidsnake6978,0,genious,200.58-06-0.57T0.58:50.5:09Z,0,Funny Video 1 (1).xlsx
6563,@palanihemanissharnishalini4228,0,Mental,200.58-06-0.57T04:06:20.5Z,0,Funny Video 1 (1).xlsx
6564,@AbdulKhaliq-ev8nx,0,hi xgdhd,200.58-06-07T0.55:36:55Z,0,Funny Video 1 (1).xlsx
6565,@sindhu-ps5js,0,Mr.bean taught us how to enjoy our own company 😍,200.58-06-07T09:48:34Z,0,Funny Video 1 (1).xlsx
6566,@amydhillon6820,1,Hahahhaha,200.58-06-07T03:0.54:30.5Z,0,Funny Video 1 (1).xlsx
6567,@karthik23dsk30.5,0,good show,200.58-06-06T05:29:56Z,0,Funny Video 1 (1).xlsx
6568,@LeandroLealChaves,0,"No no no no no, i'm driving!",200.58-06-04T0.55:46:44Z,0,Funny Video 1 (1).xlsx
6569,@duyanhnguyen0.5240.5,1,ha ha ha ha,200.58-06-03T09:0.59:0.50Z,0,Funny Video 1 (1).xlsx
6570,@MukeshKumar-vx5sl,0,Mr.bean..awesome man,200.58-06-00.5T0.55:33:50Z,0,Funny Video 1 (1).xlsx
6571,@rekhasingh590.52,1,Haaa,200.58-06-00.5T0.54:0.57:43Z,0,Funny Video 1 (1).xlsx
6572,@Angel-zh9co,0,"I’m looking at my future, I’m not mad about it.",200.58-05-30.5T0.55:37:0.56Z,5,Funny Video 1 (1).xlsx
6573,@meyikoklajamir529,0,a gud msg by bean don't drink n drive,200.58-05-30.5T0.53:54:50.5Z,0,Funny Video 1 (1).xlsx
6574,@clararoberts90.578,1,i love Mr been his so 1.,200.58-05-30.5T06:30:34Z,2,Funny Video 1 (1).xlsx
6575,@ti247kelly3,0,?,200.58-05-30T0.59:49:22Z,0,Funny Video 1 (1).xlsx
6576,@goatkiller69sama78,0,Yo whaadaaap my glibb globbz,200.58-05-30T0.57:52:0.55Z,0,Funny Video 1 (1).xlsx
6577,@kenthmillan7870,0,its so fun,200.58-05-29T08:33:37Z,0,Funny Video 1 (1).xlsx
6578,@gunasekaran9793,0,good experion,200.58-05-26T0.57:22:26Z,0,Funny Video 1 (1).xlsx
6579,@gunasekaran9793,1,good  funner,200.58-05-26T0.57:20.5:29Z,0,Funny Video 1 (1).xlsx
6580,@icecranberry20.548,0,Roger Lloyd-Pack and Rowan Atkinson. Two comedy greats. Roger is awfully missed.,200.58-05-26T0.50.5:33:24Z,0,Funny Video 1 (1).xlsx
6581,@peshawerkhan6335,0,Thanks,200.58-05-25T20:0.59:20Z,0,Funny Video 1 (1).xlsx
6582,@kishorebgm3443,1,"it's so so comedy i like so much this video😅😅😅😅😅😅😘👌👌👌👌👌👌👌
😂😂😂😂😂
😂😂
😂😂😂
😅😅😅😅",200.58-05-20.5T04:05:32Z,0,Funny Video 1 (1).xlsx
6583,@romeodeglispiriti4376,0,In Bean's universe the French are bad cooks and the British have a bad sense of humour.,200.58-05-0.58T20.5:40.5:50Z,0,Funny Video 1 (1).xlsx
6584,@andreashoppe0.5969,0,"No thanks, I'm driving :D",200.58-05-0.57T20.5:42:04Z,0,Funny Video 1 (1).xlsx
6585,@peterroeters6280,0,Is that the same woman on the left i think she also playes in Mr bean holiday,200.58-05-0.55T0.59:57:40.5Z,0,Funny Video 1 (1).xlsx
6586,@hidereplies0.5425,0,He's classic like the comedians/actors from Monty Pythons Flying Circus.,200.58-05-0.50T07:40.5:56Z,5,Funny Video 1 (1).xlsx
6587,@billurajput600.54,0,Good video,200.58-05-04T0.55:40.5:35Z,0,Funny Video 1 (1).xlsx
6588,@dxgameingff2369,1,"Mr. bean so 1 man 😁🅰🅰😁😁😁😁😁
🅰😁😁🅰😁😁🅰😁
🅰🅰🅰🅰😁🅰🅰🅰
🅰😁😁🅰😁😁🅰😁
🅰😁😁🅰😁😁😁😁",200.58-05-03T0.50:56:48Z,0,Funny Video 1 (1).xlsx
6589,@fairygrasslands7855,0,rip mr bean died in 200.56,200.58-04-30T0.54:08:33Z,0,Funny Video 1 (1).xlsx
6590,@ericaguirre3078,0,Mr. Bean is so much crazy,200.58-04-0.59T00:0.57:07Z,0,Funny Video 1 (1).xlsx
6591,@twesigyesam70.568,0,world wide bean,200.58-04-0.54T0.58:03:53Z,0,Funny Video 1 (1).xlsx
6592,@allthingseducation6526,1,I like Mr Bean 😂😂😂 Too 1,200.58-04-0.53T0.58:40.5:55Z,0,Funny Video 1 (1).xlsx
6593,@allthingseducation6526,0,I like Mr Bean,200.58-04-0.53T0.58:40:07Z,0,Funny Video 1 (1).xlsx
6594,@roshanrajlywal0.5570.5,0,I love Mr Bean like if u love too,200.58-04-07T04:20:24Z,0.5,Funny Video 1 (1).xlsx
6595,@parmardixit5334,0,😆 😆 😆 😆 😆,200.58-04-05T0.56:0.58:30Z,0,Funny Video 1 (1).xlsx
6596,@__Vijay__89,0,He must have observed many 1 people in real life..,200.58-04-03T0.56:04:49Z,0,Funny Video 1 (1).xlsx
6597,@stockastroaddiction,0,i love mr bean,200.58-03-30.5T0.59:23:26Z,0,Funny Video 1 (1).xlsx
6598,@pandusow0.50.555,1,😀😀😀😀😀😀😂😂😂😂,200.58-03-30T0.55:58:30.5Z,0,Funny Video 1 (1).xlsx
6599,@hannahwarnes3540,1,Mr bean is so 1 he is brilliant,200.58-03-30T0.55:02:30.5Z,0,Funny Video 1 (1).xlsx
6600,@MohdAsif-ey5zz,1,Mr Bean is awesome he is really most 1,200.58-03-29T0.57:47:30Z,0,Funny Video 1 (1).xlsx
6601,@johnsonsolomon8920,1,"Mr bean, my favorite comic comedy 👏",200.58-03-29T0.57:44:0.54Z,0,Funny Video 1 (1).xlsx
6602,@hiraakramhiraakram0.5584,0,Amazing Man,200.58-03-24T0.57:27:23Z,0,Funny Video 1 (1).xlsx
6603,@khetisambandhitjankarihait80.580,0,wow is that a lot of fun,200.58-03-0.59T0.50:0.52:39Z,0,Funny Video 1 (1).xlsx
6604,@mittapalliswetha672,0,"When I'm, at the age of 0.52..i watched his programmes in pogo channel......",200.58-03-0.59T05:54:0.56Z,2,Funny Video 1 (1).xlsx
6605,@kambleashish9969,0,By the way what did he ordered,200.58-03-0.55T0.57:35:29Z,0,Funny Video 1 (1).xlsx
6606,@akshitjindal40.579,0,i think tht he is the only one who knows how to be happy with life after been alone,200.58-03-0.54T0.59:07:26Z,0.5,Funny Video 1 (1).xlsx
6607,@minhuc9907,0,0.54/3/200.58 from Vietnam <3,200.58-03-0.54T08:56:09Z,0,Funny Video 1 (1).xlsx
6608,@lordmegatron8533,0,What is Mr bean order?,200.58-03-0.53T09:27:0.50Z,0,Funny Video 1 (1).xlsx
6609,@MKALAWALPUR,0,I liked Mr bean,200.58-03-0.52T0.53:57:00Z,0,Funny Video 1 (1).xlsx
6610,@akileshgandhi0.5732,0,Semma super Mr bean wow what wonderful person in the world,200.58-03-07T09:33:48Z,0,Funny Video 1 (1).xlsx
6611,@Ramjatin,1,Ha ha ha Mr.bean  best,200.58-03-05T0.54:0.50.5:07Z,2,Funny Video 1 (1).xlsx
6612,@minjusuphi5900,1,I love this guy 😂😂😂😂😂😂😂😂,200.58-03-04T20.5:0.50:20.5Z,5,Funny Video 1 (1).xlsx
6613,@marukoamv2424,0,What is Mr.Bean occupation exactly? I just realized that I never know it until now,200.58-03-04T0.57:42:24Z,0,Funny Video 1 (1).xlsx
6614,@somaghosh6047,0,So nice,200.58-03-03T0.58:02:33Z,0,Funny Video 1 (1).xlsx
6615,@yashkapoor2060.5,0,Asum,200.58-03-02T0.58:43:28Z,0,Funny Video 1 (1).xlsx
6616,@roopac2408,0,This is my favourite scene,200.58-02-27T07:44:05Z,0,Funny Video 1 (1).xlsx
6617,@premadhikari7982,1,Mr bean is really 1 and stuipid,200.58-02-25T00:0.54:0.58Z,0,Funny Video 1 (1).xlsx
6618,@walker_80.58,1,Mr. Been is totally a 1 man .... 😜😜😜 his works and tendency is very 1.....,200.58-02-23T0.56:27:0.59Z,0,Funny Video 1 (1).xlsx
6619,@akshayfalakeakshay5247,0,Mr bean nic beautiful acting,200.58-02-0.56T0.53:24:45Z,0,Funny Video 1 (1).xlsx
6620,@SecularSoulMujya,0,"loneliness has a great freedom in itself, we need to learn how to enjoy the loneliness.",200.58-02-0.54T09:36:06Z,6,Funny Video 1 (1).xlsx
6621,@Gareth0.57andMinnie0.54,0,I do miss the live action of mr bean its so super 1 and so is the cartoon version too :),200.58-02-0.53T0.52:40.5:00.5Z,0,Funny Video 1 (1).xlsx
6622,@user-uw0.5rc7ph0.5g,0,cool,200.58-02-08T0.58:42:38Z,0,Funny Video 1 (1).xlsx
6623,@paradiseparadise60.595,0,you are amazing and crazy at the same time MR BEAN,200.58-02-06T23:29:0.50Z,0,Funny Video 1 (1).xlsx
6624,@Doraemon-pv5zg,1,Hahhaha😂😂😂amazing,200.58-02-06T0.59:02:53Z,0,Funny Video 1 (1).xlsx
6625,@nandatrianjani2897,1,"Mr.Bean is a totally 1 guy u know peculiar type.... His works r so 1 😝😝 
I love him as a pranker ## fun maker",200.58-02-06T0.50:28:33Z,0.5,Funny Video 1 (1).xlsx
6626,@ranvirsinghsingh30.564,1,O ho ho very 1,200.58-00.5-25T02:37:56Z,0,Funny Video 1 (1).xlsx
6627,@dominicharkin0.5637,0,I like going to Wetherspoon for something to eat,200.58-00.5-20.5T22:55:25Z,0.5,Funny Video 1 (1).xlsx
6628,@mohaisse8887,0,Who is watching 200.58 like me,200.58-00.5-0.59T20.5:24:22Z,0,Funny Video 1 (1).xlsx
6629,@yougman0.5830,0,rich is my life style 💰,200.58-00.5-0.58T0.58:04:0.52Z,0,Funny Video 1 (1).xlsx
6630,@workhardpayoff30.504,0,200.58 any one?,200.58-00.5-0.57T00.5:05:04Z,22,Funny Video 1 (1).xlsx
6631,@XerexNova,0,RIP mr bean 2 minutes silence after this death,200.58-00.5-0.53T06:08:44Z,0,Funny Video 1 (1).xlsx
6632,@mikeymicalvin288,0,"Aw I Love You Mr. Bean☺ Kudos to you!

From: Philippines here👋👏",200.58-00.5-0.52T03:59:32Z,0,Funny Video 1 (1).xlsx
6633,@marshmallowgirl320.56,1,"Mr. Bean is a totally 1 guy u know peculiar type....
His works r so 1😝😝
I love him as a pranker## fun maker",200.58-00.5-0.50.5T04:30:20Z,56,Funny Video 1 (1).xlsx
