dialog,act,emotion
"[|The air conditioning is not working ! We need to call a handyman before we start to fry in here ! |
 | Dan is on top of that . I think they are also getting the handyman to fix the bathroom toilet that keeps clogging up . |
 | That would be convenient . They might as well ask him to fix the electrical wiring . The circuit breakers keep going out all the time . It ’ s really annoying ! |
 | Yeah you are right . This office is falling apart ! Frank told me the other day that the gutters outside were clogged and that ’ s why the parking lot was flooded . |
 | I know ! I was in ankle deep water trying to get to my car that day ! The handyman definitely has his work cut out for him . |]",[3 4 1 1 1],"[0,0,1,1,1]"
"[|Good afternoon , it's nice to see you again . Have you decided to go ahead and try for the Fixed Asset Loan ? |
 | I'm going to need some more info first . I was wondering about the repayments . How long would I have to pay back the loan ? |
 | That depends . Our repayment plans go from 1 year to 10 years . The Fixed Asset Loan is a long-term loan , you see . The loan can be paid in either monthly or quarterly instalments , to suit your needs . |
 | And how much is payable in each instalment ? |
 | You will need to pay part of the principle sum and part of the interest due . |
 | Well , as far as I can see , the advantages outweigh the disadvantages . You've sold me ! I'd like to go ahead . |]",[3 2 1 2 1 4],"[0,0,0,0,0,4]"
"[|Good morning , sir . What can I do for you ? |
 | Good morning . I want to deposit a sum of money into my account . |
 | OK ! How much do you want to deposit ? |
 | Well , I want to deposit 2,000 yuan into my account . |
 | Would you please fill in a deposit form first ? Please write down your name , your account number and the amount you want to put in . |
 | OK . I wonder about the rate of interest of the account . |
 | Interest is paid at the rate of 1 % per annum at present . And it is added to your account every year . |
 | Thank you very much . | | My pleasure . |]",[2 3 2 3 3 2 1 1 1],"[0,0,0,0,0,0,0,4,0]"
"[|How much is the voucher worth ? |
 | It is worth 100 yuan and your bill comes to 230 yuan . The difference is 130 , please . |
 | Here it is . |
 | Thank you , sir . Could you sign the voucher here , please ? |
 | OK . Here you are . |
 | Thank you , sir . Hope to see you again soon . |]",[2 1 1 3 4 1],"[0,0,0,4,0,4]"
"[|Sorry , I'm late . | | It doesn't matter . |]",[1 1],"[5,0]"
"[|Freeze ! Police ! Put your hands over your head ! |
 | What did I do ? I haven't done anything . |
 | You're under arrest for concealing illegal drugs . |
 | What do you mean ? |
 | You are suspected of hiding illegal drugs . So we are taking you into custody . |
 | I didn't do anything . | | We've found some heroin at your house . |
 | No , I didn't . I'm innocent . Those aren't mine . Whatever you found is someone else's stuff . You can't prove anything . I wasn't there when you went in , and you can't prove it's my stuff . |
 | That may be , but you're still under arrest . And you'd better stop talking . |
 | I don't need your help , jerk . | | Whatever you say . |]",[3 2 3 2 3 4 1 1 3 1 1],"[0,1,0,0,0,1,0,1,0,1,0]"
"[|Jenny , Can you come and help me ? | | Mom , what should I do ? |
 | It's dusty everywhere in the house . Can you help me do the housecleaning ? |
 | OK . I will call Peter to clean it together . |
 | That's my good girl . The clothes need washing . I'll do the laundry . |]",[3 2 3 4 1],"[0,0,0,0,4]"
"[|Our supervisor Lester does . Actually , Lester is kind of like the kitchen god . |
 | The kitchen god ? What does he do ? |
 | He just stays in the kitchen and watches you . Before the Chinese New Year , the kitchen god tells his boss whether you were good or bad this year . Just like Lester does ! |
 | Oh , no ! I did a lot of bad things this year . I hope the kitchen god isn't like Lester--he blabs my mistakes to everybody ! |
 | Actually , there's a way to keep the kitchen god from telling the bad things you did . |
 | What is it ? Tell me ! Will it work for Lester , too ? |
 | I think so ! Just serve a lot of sweet dishes next week . That will make the kitchen god say sweet things about you ! |
 | Hmm . Are you sure that will work ? I already tried giving chocolate to Lester . |
 | And what happened ? |
 | His face broke out and he said it was my fault ! |]",[1 2 1 1 3 2 3 2 1 1],"[0,0,3,0,0,0,0,0,0,1]"
"[|Excuse me . | | Yes , sir . Can I help you ? |
 | Um , this steak , I asked for to be medium rare . |
 | Medium rare , that ’ s right , sir . I remember your order . |
 | Well , I ’ m afraid it isn ’ t . It ’ s a bit too well done and rather tough . Would you mind changing ? |
 | If it is not to your satisfaction , I ’ ll certainly bring you another . But I ’ m afraid you may have to wait for a few minutes . |
 | Yes , that ’ s all right . Thank you very much . |]",[1 2 3 4 3 4 1],"[0,0,0,0,0,0,4]"
"[|Judy , what do you think of the new general manager ? |
 | He has extensive experience , although the guy ’ s really deep , sometimes , it scares me . |
 | I heard he's very clear about his likes and dislikes and he's not the type to just let things go , so don ’ t provoke him . |
 | I know , and that's why I'm always respectful and I keep my distance . It's safer that way . |
 | Me too , I don't know why , but every time I see the guy , I break into a cold sweat . |
 | It's in the eyes . They're the type that seems to look into your soul , making one really uneasy . |
 | Whatever we said , we must be more careful . |
 | Yes , I agree with you . |]",[2 1 3 4 1 1 3 4],"[0,0,0,0,3,0,0,0]"
"[|Hello , can I help you ? | | Yes , my engine warning light is on . |
 | How long has it been on for ? | | Just since today . |
 | You can still drive , without problems . | | It runs fine . |
 | Let's check it out . There'll be a $ 45 charge to check it over . If you fix it with us , we'll include the $ 45 into your repair . |
 | Okay . |
 | Please write down your address and phone number , and sign here . |
 | Okay . | | It'll be about an hour . Are you going to wait ? |
 | No , you can give a call when you have done checking . |
 | No problem . |]",[2 1 2 1 1 1 3 4 3 4 2 1 1],"[0,0,0,0,0,0,0,0,0,0,0,0,4]"
"[|Have you gone to school today ? |
 | I went to school today . Did you go to school ? |
 | I couldn't go to school today , I was sick . |
 | That's horrible . I'd be happy to give you the assignments from English class . |
 | Thank you very much , that's kind of you . | | Don't mention it . |
 | When you miss a day of school , I'll be happy to give you the English assignments . |
 | That is greatly appreciated and I hope you feel well enough to go to school tomorrow . |]",[2 2 1 3 4 1 3 4],"[0,0,0,0,4,4,4,4]"
"[|Are you voting tomorrow ? | | Of course . What about you ? |
 | You know that I am . | | Where is your polling place ? |
 | It ’ s at the park up the street . | | Oh , is that right ? |
 | Where ’ s your polling place ? | | I have no idea . |
 | How come you don ’ t know where it is ? |
 | Nothing came in the mail telling me my polling place . |
 | You should check online . |
 | Oh , really ? Thanks , I ’ m going to do that right now . |]",[2 2 1 2 1 2 2 1 2 1 1 1],"[0,0,0,0,0,0,0,0,6,0,0,4]"
"[|Why aren ’ t they are aware of the gravity of the situation ? |
 | Because they are rednecks . |]",[2 1],"[1,0]"
"[|Sir , I've finished your shaving . Wow , it takes years off you after having a shave . |
 | Really ? You've done a good job . |
 | Thank you . May I suggest you to trim your eyebrows ? |
 | I have never heard that men would trim their eyebrows . Are you kidding ? |
 | No , sir , I am serious . Haven't you heard that today men are becoming increasingly interested in having their eyebrows professionally groomed ? |
 | Do you mean that it is a trend for men to trim their eyebrows ? |
 | Absolutely . Several men have tried it in my A shop . Do you want to try ? |
 | Yeah , let me have a try . |]",[1 1 3 4 2 2 3 4],"[0,4,4,6,0,0,0,0]"
"[|Hello . | | Hi , my sweetheart . It ’ s Dad . |
 | Hi , Dad . Where are you ? |
 | I ’ m at work right now . You can reach me at 905 675 9870 . Please call this number if you need me . |
 | Thank you , Dad . | | I love you . | | I love you , too , Dad . |]",[1 1 2 3 4 1 1],"[0,0,0,0,4,4,4]"
[|The washing machine isn't working again . | | It's not my fault . |],[1 1],"[1,0]"
"[|Now we arrive at the Cambridge University , it is one of the oldest universities in the world . |
 | I wish I had studied here . It's more than a university . |
 | In 2009 Cambridge will come to its eight hundredth anniversary . |
 | Woo . It has such a long history . I think I should take more photos of the university . |]",[1 1 1 1],"[0,0,0,4]"
"[|Good morning , Miss.Are there boat tickets to Miami on the first of September |
 | Yes , there are . What cabin would you like ? |
 | I'd like the first-class cabin for two . What's the fare ? |
 | It is 150 dollars each . |
 | How long is the boat time-table effective ? |
 | The boat time-table is effective from the first of August till the first of November |
 | I want to know what port does our ship stop at ? |
 | The ship will stop at New York . |
 | How long will the trip take from here to New York ? |
 | It will take 5 days . | | Thank you . |]",[2 2 2 1 2 1 2 1 2 1 1],"[0,0,0,0,0,0,0,0,0,0,4]"
"[|Hey , Robert , that's a nice shirt you are wearing . Where did you get it ? |
 | thanks , I like it too . I bought it at the nearby department store . |
 | that's nice . Do you know you can get one at the wholesale market near the zoo for a much lower price ? |
 | yeah , I know that . But at those places . the prices they ask you are ridiculously high , and if you don't bargain hard , you will get ripped-off . |
 | true , learning how to haggle the price is one of the things people have to pick up when they come to China for the first time . |
 | yeah , but personally , I hate bargaining . If I bargain , I might come to a lower price , but I will never know the true price of what I am buying ; and I always have the feeling that I am overcharged at th |
 | yeah , I have the same feeling . Also there is another thing that bothers me the quality . Things in a department store are usually quality-guaranteed . But at a wholesale market , you never know whether w |
 | that's why I like department stores more . Shopping at a wholesale market like the locals is one of the few things I am unable to grow accustomed to . |
 | I understand . While it's always good to follow the local customs , I guess there are exceptions . |]",[2 1 2 1 1 1 1 1 1],"[0,4,0,0,0,0,0,0,0]"
"[|Dahua's Market . How can I help you ? |
 | Where is your store located ? |
 | We are on Nanjing Road , next to the theatre . |
 | Right , I'll be right over . |]",[2 2 1 1],"[0,0,0,4]"
"[|I am so busy today . | | Can I help you ? |
 | I ’ m not sure . Perhaps you could do the shopping . |
 | I ’ ll be glad to help . | | Or maybe make the beds . |
 | All you have to do is to ask for help . |
 | Thanks . That ’ s terrific ! | | I ’ m ready and willing to help . |]",[1 2 3 4 3 4 1 1],"[0,0,0,0,0,0,4,4]"
"[|Do you like this dress , madam ? |
 | I like the colour very much . It's a lovely dress , but it's too small for me . |
 | What about this one ? It's a lovely dress . It's very smart . Short skirts are in fashion now . Would you like to try it ? |
 | All right . I'm afraid this green dress is too small for me as well . It's smaller than the blue one . I don't like the colour either . It doesn't suit me at all . I think the blue dress is prettier . Co |
 | I'm afraid I haven't got a larger dress . This is the largest dress in the shop . |]",[2 1 3 4 1],"[0,4,0,0,0]"
